username,like,content,ctime,topic
伍六柒大虾,0,反正能躺着赚钱的一定不是什么好东西，无法甄别就应该警惕，骗子永远都会比我们聪明，只要不贪图小利，不要过分的急于求成，功利心不要太重就不会被骗，应为大部分骗子都是想来快钱的，你越急他们得手的越容易，财富就是要慢慢积累,2021-11-12 16:48:19,2
红烧大龙猫,0,你看中利息 人家看你本金那套？,2021-11-12 16:42:45,0
阿a哲,0,"明明是骗子公司的问题
，不要上升到行业",2021-11-12 16:33:08,2
憨包叶,0,我以前就买过手摇的应急充电器，没多久就坏了，现在想起来也是够搞笑。,2021-11-12 16:30:56,0
是不是太帅咯,0,这个世界最值得怀疑的就是天上掉馅饼。我如果是农民，我绝对不会信这样的合同。,2021-11-12 16:29:15,1
晓夜微凉,0,光伏不是骗局，是人有问题。,2021-11-12 15:30:11,0
错误代码9526,0,不多说，免费就是坑，我家也装这东西，光安装好就高达10W到现在啥事没有，有什么事凭什么给你免费装，也不是喷受害者，只是让她记住，免费是坑，在怎么说要找真正的熟人花钱的被骗概率都低,2021-11-12 15:19:03,1
安巷三号,0,十骗九贪,2021-11-12 13:41:21,1
lalaaaljdkhgfkjagga,0,建议村集体合伙和企业谈判。,2021-11-12 12:43:13,2
少林寺生不逢时,0,这么多年从来不相信销售人员的嘴[doge],2021-11-12 12:21:18,0
十万只章八爪,0,现在这么多地方停电，太阳能还是有用的，就是这样的诈骗案就算有合同也可以报警不行就投诉，即使没有结果，也要让这样的事情留档,2021-11-12 12:17:50,2
shehun1988,0,后面说的免费安装设备和我遇到的一样，浙江正泰，有没有一样的,2021-11-12 11:56:11,0
心海同志,0,最近农村有很多人安那个太阳能路灯，那个也是骗局，一盏60元的灯内置电池只有不到10W/h，按一元电价计算晒100天才能回一块钱本，但是太阳能灯的寿命只有两年...,2021-11-12 11:40:09,1
暴走的字母,0,现在十年回本都难，原来都是补贴挣钱,2021-11-12 11:36:31,0
阿诗冰月,0,中国人不骗中国人,2021-11-12 11:31:22,1
筝无本无,0,免费的不能信，付费的还行,2021-11-12 10:46:34,2
哈皮做游戏,0,"5万元可以用多少年的费?
一个月用100元电费，一年1200元，四十年42000元
5万可以用40年电，光伏能用多久?",2021-11-12 10:45:32,1
哔哩啪啦乌拉哗啦,0,举报这个视频吧，明明是利用光伏的合同诈骗,2021-11-12 10:37:33,2
哈皮做游戏,0,光伏发的电，算上折旧费，还不如直接用国家电。,2021-11-12 09:40:12,0
午夜坟前莫言悲,0,太阳能对鸟伤害很大……,2021-11-12 00:45:58,0
我用六枚硬币换的,0,这么一想多骗几个不认识字的老人岂不是天天在家躺着挣钱[妙啊],2021-11-12 00:10:07,1
Sweet西瓜皮,0,我们这是免费装，给你4000好像是多少年后这东西属于你的,2021-11-11 23:44:24,1
巧克力糖精,0,其实吧，这个项目在美国是有的，都是大厂在做，以前接触过这个项目。国内也有在做这方面的大厂，但是都是初期,2021-11-11 23:36:49,0
bili_95456419,0,光伏只是诈骗的工具，还有电信诈骗呢，你去电信公司啊,2021-11-11 23:22:33,2
总得起个名,0,"问题一，前年村里有个老头被骗了，签了什么东西，他儿子回家立马告上法院。法院一听老头不识字，名字都不会写，该合同无效。
问题二，补贴问题，之前光伏受限于晶管制造技术，价格高昂，现在虽然补贴没那么高了，但光伏板价格也只有之前的三分之一（但是钢架价格贵了）。
问题三，产能过剩…大佬们呦，你们看看光伏股，看看特高压股，看看新能源主题基金，都是傻的呦～资本疯狂涌入，股价总体强势，国家多次公开支持。
好了，我准备举报了，我做的对吗？",2021-11-11 23:14:48,0
哔哩开心就好kgdh,0,已举报,2021-11-11 23:11:01,2
宿醉宿醉醉醉,0,明显的骗局，合同诈骗 为什么不能维权？,2021-11-11 22:37:34,2
旺仔的大香肠,0,新型诈骗,2021-11-11 22:03:15,2
旺仔的大香肠,0,这不就是咋骗吗,2021-11-11 22:02:12,2
cherryのモンゴルTOP,0,说诈骗就说诈骗，别搞春秋笔法贬低光伏,2021-11-11 21:23:25,2
阿落Aluo,0,新的流量密码：找一个大家听过的概念，套一个小王老李的名字，找一些相关的视频图片，编一个骇人听闻的故事，流量这不就来了嘛。我连一点真凭实据都没有，你怎么告我？赚钱的事，不丢人！,2021-11-11 21:22:59,2
情深似海碗,0,私人光伏发电稳亏不赚[笑哭],2021-11-11 21:13:26,1
Norvynn,0,你懂？,2021-11-11 21:05:02,2
郑开心今天开心了吗,0,九月份吧，我刚在某乎看过光伏发电骗局，跟我爸说小心这样的，我爸说好好好，第二天我跟我妈说，我妈说人家都来过了，你爸不知道[狗子]。我妈不让装，觉得不靠谱，那公司的人来几次，我妈说不行，我家房顶是竹子的，不经压，那公司就走了。我爸一个发小想装，那公司说他家房顶小，不给装。我们村也有几家装的，不知道签的什么样的合同。,2021-11-11 21:04:30,1
赖叶臻,0,我想问下，如果150平米安装光伏板的话，大概要多少钱,2021-11-11 20:21:42,1
第一琴女の林小旻,0,下次要求推销员推销过程全程录像,2021-11-11 20:10:34,1
账号已注销,0,你被骗的时候没人管，你敢欠       的钱必抓你,2021-11-11 19:44:12,0
喜闻乐见爱看戏,0,我当时大概算了一下，10年回本，但是只保修10年，10年后收益全归甲方，不靠谱，收益回报率低，设备易损风险大,2021-11-11 19:38:00,1
睡甲饱,0,光伏发电的亏？十几年前被推销说动了，全款在自家屋顶装了光伏板，十多年过去了，省下的电费，远远还不够当初的安装费，并且你要额外承担维护费用。所以，想开些吧，就当装了个防晒吧[doge],2021-11-11 19:30:49,1
银色子弹aaa,0,知乎上还有这种广告，简直跟传销一样，关键是评论区作者筛选可见我就懂了不是什么好东西,2021-11-11 19:23:54,2
杏子家的猫,0,"光伏？什么光伏……
电力滞销，帮帮四川！",2021-11-11 19:08:29,2
zzz博美,0,已举报，把诈骗和光伏企业混为一谈，又收钱了吧,2021-11-11 19:06:57,2
LordFlower,0,那啥肯定也有责任，只不过谁都不好说,2021-11-11 18:54:43,0
可知安好,0,我自己装还用他给我装,2021-11-11 18:49:55,1
编号55095,0,我爸妈买保险根本不看合同，别人说什么信什么，保险几乎骗了所有农民,2021-11-11 18:40:30,0
大锅锅uuu,0,这个博主？,2021-11-11 18:29:30,2
本樱落雪,0,来光伏太阳能发电公司网址  麻烦up主举报了https://aisite.wejianzhan.com/site/wjzof4z6/ac621f2a-bd34-42fd-ae14-ccb11f4a5760?fid=nHDsPjnkPWT1P1cvrH0YrHf3PW-xnWc1g1D&ch=4&bfid=fbuFw0cK-uNhgjTvfub00Pt00fAMEbnKFvmECfs000jevXXQH6000aD0000m12EwqnHTVl2d4ej-zVMjOQU6_lH2_U1bFoMBVOzLCogM_rg28I5jzVMjOQU6zIMDlWt6sS2LYTM5stys_VXsTXZE8s&bd_vid=nHDsPjnkPWT1P1cvrH0YrHf3PW-xnWc1g17xnH0s,2021-11-11 18:19:26,2
木鱼小贺,0,一句话：这个行业没问题，不能让某个无良企业污染了整个行业，UP主偷换概念的强烈需要更正！！！,2021-11-11 17:56:47,2
清辉醉月,0,金融诈骗,2021-11-11 17:33:38,0
真三哥来了,0,从国家电网APP上的装光伏也是骗局吗？,2021-11-11 17:26:55,0
翻车海牛,0,合同是无效的不代表贷款是无效的……银行找谁弥补损失，还不是被骗的。,2021-11-11 17:13:50,2
来一个gigi,0,这个和保险公司一样,2021-11-11 17:02:53,1
七彩的星星,0,就算十年回本，还能再用十年。那把钱存银行定期，二十年后也超过一倍的收益。,2021-11-11 16:37:46,1
蜡笔没小新了没,0,老百姓玩这种新能源，只能出租房顶，固定收益，设备什么的都不管才行。自己交钱的都是骗局,2021-11-11 16:37:34,1
游客9529,0,当年也有人到我家宣传，当时我父母都动心了准备去的时候村干部隐晦的警告了我父母。,2021-11-11 16:34:22,2
晓拌蛋,0,[doge]全村55岁的一起搞[doge]天王老子来了也没办法[doge],2021-11-11 16:19:50,0
张帅家,0,中国人不骗中国人,2021-11-11 15:24:21,1
还有一丝温暖,0,富人他也骗不到啊。一般我签合同，我都要先拿给了我的律师看一下，没问题再签。,2021-11-11 15:14:36,2
我就叫黑子,0,这是就是咋骗，可以反过来去起诉他们的，老实人也不能惯着那些无良企业,2021-11-11 14:52:32,2
山豆根史密夫,0,草，还好我们没上当。。。当时也有人来说要给我们装太阳能板[囧],2021-11-11 14:46:31,1
追神的人,0,反手告他诈骗,2021-11-11 14:37:26,2
徵水,0,这和光伏没啥关系，纯粹的合同骗局～,2021-11-11 14:37:19,2
针雨千夜,0,赤裸裸的欺诈,2021-11-11 14:30:23,2
爱尚家居,0,"昨天晚上我向星星许愿
星星听了说有那好事，我自己早就去了。",2021-11-11 14:25:29,1
kiikor,0,你安得什么心，你不要诋毁中国的新能源事业！,2021-11-11 14:05:29,0
缒望,0,我们这边的骗局是用你身份证去银行贷款，贷款不用你还公司还，前15年发电收益归公司，15年后太阳能发电设备归你，发点收益也归你。好多人都装了，要是公司不赚钱跑了，需要还贷款的就是那些装了太阳能发电设备的人了,2021-11-11 14:01:42,0
插话家知树,0,骗人,2021-11-11 13:58:10,2
Curtlyzpx,0,作为一个光伏制造业从业者 只能说这些卖分布式的公司 为了卖组件真的挺离谱的,2021-11-11 13:48:19,0
Mogami丿,0,不看合同就敢签，活该,2021-11-11 13:44:43,2
被社会毒打的小透明,0,我家里人前两天也装了这个，这不会真是假的吧[灵魂出窍][灵魂出窍],2021-11-11 13:38:29,1
吉鲁哥哥,0,十年前看日剧欺诈猎人觉得很中二，现在感叹怎么就没有这种人呢。,2021-11-11 13:23:05,2
应当绿肥红瘦,0,这真的太以偏概全了，这就是诈骗行为，光伏只是一个承载品，要看谁去用它，怎么用,2021-11-11 13:21:07,0
九八年的弟弟,0,能不能换个标题  你这像50w,2021-11-11 13:02:47,2
雷电法王丨杨主任,0,这不过是披着光伏的骗局罢了，关光伏产能过剩什么事?搞不懂你这标题想表达什么。,2021-11-11 13:01:35,2
白嫖异族,0,免费“安装”，仅限安装，其他的收费[doge],2021-11-11 12:54:13,0
独立马马,0,一句话别想赚轻松钱就好了,2021-11-11 12:41:35,2
独立马马,0,没有钱就好了。,2021-11-11 12:36:50,0
亿万年的星光丶,0,还有装净水器的坑,2021-11-11 12:20:23,0
月凌晓0A0,0,这就是诈骗,2021-11-11 12:12:23,2
仝啊仝,0,我家安着呢，自己掏钱安的,2021-11-11 12:08:38,0
有机会么,0,这么好的事情，早就公司自己做了。,2021-11-11 12:08:14,0
摄像头植入科_威师傅,0,好家伙，新能源起来是必然的。这遇到了骗子和新能源可没有关系,2021-11-11 12:01:21,0
爱猫咪的小鱼干儿,0,这东西估计收了脏钱,2021-11-11 11:27:29,0
迷之科技,0,学会了么？这就去研读一下协议，去闲鱼买点板子，开搞！,2021-11-11 11:07:55,1
维E他吃点好的何必,0,只能说这个公司是骗子，不过确实有这样的正经公司的,2021-11-11 10:03:22,0
焰灵姬的老公爱千仞雪,0,看了这个视频，那些还说读书没用的打脸么？不读书连字都不认识，更不可能懂文字游戏，被骗就是妥妥的！,2021-11-11 09:47:04,1
白痴沧,0,不作恶不能活。骗子不让你活，你还能让他活？,2021-11-11 09:36:22,2
中二少女鱼慢慢,0,这是疯了吧？,2021-11-11 09:30:11,0
欲擒故纵擒贼先擒王,0,现在到处都在吃人,2021-11-11 09:13:27,0
范蔚菁的小脑斧,0,免费安装，安装是免费的，物料不免费。,2021-11-11 09:14:06,0
白巨巨,0,光伏版比特币挖矿[笑哭][笑哭],2021-11-11 08:47:19,2
永远呆萌的Aeoliah,0,天呐，这是在拍电视电影吗？你说放十几年前我还信，都什么年代了，我真的不相信在我国还有这种诈骗集团这么肆虐这么多地方，还有这么多人被骗这么多钱。,2021-11-11 08:43:01,1
夕凉无限好,0,我这不要钱，按平米每三个月给你打一次钱。,2021-11-11 08:38:49,1
短毛粗腿哥斯拉,0,瞎扯，引战，这种就是诈骗根本不生效。,2021-11-11 03:02:46,2
晓枫残月丶丶,0,这种光伏项目有没有不坑人的啊，我们这很多人都安了，有的都四五年了，也没出什么问题。,2021-11-11 02:28:03,1
smarterrible,0,[doge]我们这边那几个村子都没人敢来弄。。他们的四件套都卖出去了。贷款啥的直接过不了关。有几个刚成年的孩子签了之后，直接死亡证明一开，身份证一注销。设备直接卖废品。房子打官司赔给亲戚了，啥也没剩[doge]恶人还得恶人磨。,2021-11-11 01:58:06,2
村口杀鱼师傅,0,科技是好东西，但我国说到底还是人太多，鸟大了啥林子都有[doge],2021-11-11 01:49:02,2
擎与行,0,所以到底是哪个公司？哪个地方的农民被骗？哪个法院发的传票？所有的对象都是模糊的这个up是不是可以理解为编造故事,2021-11-11 01:25:20,2
IT大街,0,这就是诈骗，直接告他,2021-11-11 01:13:04,2
西棠18号街,0,谁给你说光伏是骗局？这只是假借光伏进行诈骗,2021-11-11 01:08:10,1
胜天半子丶玉,0,很正常，因为疫情影响出入口受影响，国内电池片产能过剩，差一下的电池片低价处理给这些诈骗公司，诈骗公司就会出来骗人。我自己就是做电池片技术的，很清楚现在国内的光伏局势。当一个产业产能过剩，资本就会开始转嫁风险坑害百姓,2021-11-11 00:51:29,2
烂耳小熊,0,@赛雷三分钟 @赛雷 @赛雷话金,2021-11-11 00:51:03,1
沐神的门外弟子,0,你倒是放个真实合同的照片呀？光靠一张嘴？骗流量的么？,2021-11-11 00:35:29,2
红色的猫大大,0,哦只想知道这类打假up的目的是什么？谁在背后支持，他的收入来自哪里,2021-11-11 00:16:31,0
奥雷里亚诺挪一挪,0,"签合同之前，让他再说一遍，录音录像。
拿着录音录像和合同，对比差异，能告倒吗？",2021-11-11 00:02:35,2
领动体育白馆长,0,营销号。我已经举报了。[脱单doge],2021-11-10 23:54:31,2
小明本明丶,0,还是有钱，你到我们村去！你搞这个能要来一毛钱！全村人都把你腿下掉[doge],2021-11-10 23:50:12,0
horizon2025,0,之前也遇到一个，我跟他说我配合过几GW的电站前期，参与执行并网的项目也有将近500MW，他不说话了,2021-11-10 23:48:43,0
